City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
327,Necochea,AR,-38.5473,-58.7368,63.27,88,99,17.45,overcast clouds
328,Meulaboh,ID,4.1363,96.1285,78.46,82,98,3.76,overcast clouds
329,Bulaevo,KZ,54.9056,70.4439,3.63,97,100,7.63,overcast clouds
330,Buchanan,LR,5.8808,-10.0467,77.85,91,98,6.6,heavy intensity rain
331,Saint-Joseph,RE,-21.3667,55.6167,77.38,86,24,7.2,few clouds
332,Concepcion Del Oro,MX,24.6333,-101.4167,69.89,9,79,4.14,broken clouds
333,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,12.79,73,0,11.18,clear sky
334,El Escorial,ES,40.5914,-4.1474,49.44,84,97,3.15,overcast clouds
335,Quatre Cocos,MU,-20.2078,57.7625,80.71,81,14,10.89,few clouds
336,Anadyr,RU,64.75,177.4833,7.3,84,40,6.71,light snow
337,Obuasi,GH,6.206,-1.6619,72.1,95,100,2.57,moderate rain
338,Ketchikan,US,55.3422,-131.6461,45.07,76,20,11.5,few clouds
339,Luanda,AO,-8.8368,13.2343,78.8,78,75,1.14,broken clouds
340,Sinnamary,GF,5.3833,-52.95,79.84,78,84,13.51,broken clouds
341,Manavalakurichi,IN,8.1333,77.3,78.93,81,100,3.29,overcast clouds
342,Nalut,LY,30.3333,10.85,70.27,13,7,26.73,clear sky
343,College,US,64.8569,-147.8028,34.81,62,75,0.0,broken clouds
344,Iquique,CL,-20.2208,-70.1431,71.64,70,8,10.02,clear sky
345,San Patricio,US,28.017,-97.5169,91.49,22,3,11.56,clear sky
346,Esperance,AU,-33.8667,121.9,66.04,89,100,6.55,overcast clouds
347,Saint-Jean-Port-Joli,CA,47.2171,-70.2658,38.88,98,100,1.1,light snow
348,Provideniya,RU,64.3833,-173.3,15.64,94,100,1.83,overcast clouds
349,Half Moon Bay,US,37.4636,-122.4286,73.62,73,20,11.5,mist
350,Portree,GB,57.4129,-6.1942,43.52,83,1,0.16,clear sky
351,Iringa,TZ,-7.7667,35.7,59.83,95,7,4.63,clear sky
352,Okhotsk,RU,59.3833,143.3,-4.45,97,50,7.25,scattered clouds
353,Maceio,BR,-9.6658,-35.7353,85.44,70,75,13.8,broken clouds
354,Coihaique,CL,-45.5752,-72.0662,64.35,42,75,6.91,light intensity shower rain
355,Casino,AU,-28.8667,153.05,65.79,100,100,5.75,overcast clouds
356,Oda,JP,35.1833,132.5,49.66,81,100,7.02,overcast clouds
357,Monkey Bay,MW,-14.0728,34.9201,79.07,76,55,2.86,broken clouds
358,San Jeronimo,PE,-11.9472,-75.2829,59.34,65,100,2.98,overcast clouds
359,Panambi,BR,-28.2925,-53.5017,68.9,75,97,8.46,overcast clouds
360,Monastyrshchina,RU,54.3496,31.838,30.67,73,95,21.39,overcast clouds
361,Longyearbyen,SJ,78.2186,15.6401,-2.36,71,20,10.36,few clouds
362,Klaeng,TH,12.7797,101.6483,87.94,100,8,4.16,clear sky
363,La Ronge,CA,55.1001,-105.2842,1.62,38,0,6.91,clear sky
364,Kuryk,KZ,43.2,51.65,40.95,80,89,11.12,overcast clouds
365,Clarence Town,AU,-32.5833,151.7833,64.56,96,100,0.51,light rain
366,Bolobo,CD,-2.1667,16.2333,76.57,83,100,0.74,overcast clouds
367,Cherskiy,RU,68.75,161.3,-10.73,98,100,5.64,overcast clouds
368,Teguldet,RU,57.3064,88.1667,13.21,91,100,8.66,overcast clouds
369,Vilyuysk,RU,63.7553,121.6247,9.32,100,100,2.33,overcast clouds
370,Takoradi,GH,4.8845,-1.7554,81.73,78,100,6.46,light rain
371,Piacabucu,BR,-10.4056,-36.4344,81.86,67,28,7.11,scattered clouds
372,Grafton,US,42.207,-71.6856,54.84,54,100,12.66,overcast clouds
373,Oranjemund,NA,-28.55,16.4333,60.89,82,0,4.85,clear sky
374,Kutum,SD,14.2,24.6667,64.74,12,2,16.22,clear sky
375,Te Anau,NZ,-45.4167,167.7167,49.14,95,59,0.72,broken clouds
376,Ambilobe,MG,-13.2,49.05,74.88,97,7,2.48,clear sky
377,San Lawrenz,MT,36.0553,14.204,57.85,85,98,8.99,overcast clouds
378,Nurota,UZ,40.5614,65.6886,44.71,58,5,10.16,clear sky
379,Dakar,SN,14.6937,-17.4441,72.48,80,24,14.88,few clouds
380,Nabire,ID,-3.3667,135.4833,75.2,91,100,3.24,light rain
381,Goderich,CA,43.7501,-81.7165,34.92,86,100,16.11,overcast clouds
382,Faanui,PF,-16.4833,-151.75,81.68,73,9,13.8,clear sky
383,Kavieng,PG,-2.5744,150.7967,81.64,74,100,4.9,overcast clouds
384,Portland,US,45.5234,-122.6762,66.97,70,75,5.75,broken clouds
385,Umm Kaddadah,SD,13.6017,26.6876,68.2,11,97,15.46,overcast clouds
386,Fruitvale,US,39.0817,-108.4968,76.93,19,0,5.01,clear sky
387,Isla Mujeres,MX,21.2311,-86.731,80.65,51,95,13.22,overcast clouds
388,Katsuura,JP,35.1333,140.3,66.22,95,100,19.26,overcast clouds
389,Krasnyy Yar,RU,46.5331,48.3456,39.13,66,63,14.14,broken clouds
390,Sheregesh,RU,52.9209,87.9869,16.27,99,100,1.95,overcast clouds
391,Shiyan,CN,32.6475,110.7781,54.5,54,100,3.91,overcast clouds
392,Nelson Bay,AU,-32.7167,152.15,68.0,97,100,7.45,overcast clouds
393,Oranjestad,AW,12.524,-70.027,85.95,66,75,21.85,broken clouds
394,Husavik,IS,66.0449,-17.3389,41.5,89,100,14.27,overcast clouds
395,Leh,IN,34.1667,77.5833,16.02,49,0,3.47,clear sky
396,Papara,BR,-3.9839,-38.7273,79.2,96,100,2.46,overcast clouds
397,Batagay,RU,67.6333,134.6333,-6.3,99,100,4.29,overcast clouds
398,Saint Anthony,US,45.0205,-93.218,33.15,37,0,23.02,clear sky
399,Arani,IN,12.6667,79.2833,78.67,85,0,4.94,clear sky
400,Jogbani,IN,26.4167,87.25,72.07,16,0,2.73,clear sky
401,Urumqi,CN,43.801,87.6005,38.35,52,0,2.24,clear sky
402,Saravan,AM,39.7196,45.6483,19.26,81,26,6.4,scattered clouds
403,Jishui,CN,33.7333,115.4,49.42,68,100,8.46,overcast clouds
404,Pokhara,NP,28.2333,83.9833,66.94,21,0,7.18,clear sky
405,Antofagasta,CL,-23.65,-70.4,69.08,72,21,8.95,few clouds
406,Clyde River,CA,70.4692,-68.5914,-1.97,84,100,5.75,light snow
407,Rio Grande,BR,-32.035,-52.0986,77.11,62,81,14.97,broken clouds
408,Sabang,ID,5.8933,95.3214,82.94,73,12,8.32,few clouds
409,Waipawa,NZ,-41.4122,175.5153,54.73,88,94,11.45,overcast clouds
410,Aviles,ES,43.5547,-5.9248,57.18,84,0,5.75,clear sky
411,Pucallpa,PE,-8.3791,-74.5539,87.84,66,40,2.3,scattered clouds
412,Alice Springs,AU,-23.7,133.8833,54.95,54,5,0.0,clear sky
413,Novodugino,RU,55.6305,34.2842,28.58,79,100,18.61,overcast clouds
414,Maarianhamina,AX,60.0973,19.9348,31.86,55,0,9.22,clear sky
415,Phan Thiet,VN,10.9333,108.1,77.9,85,2,2.66,clear sky
416,Itaqui,BR,-29.1253,-56.5531,73.89,58,100,9.91,overcast clouds
417,Doaba,PK,33.4244,70.7364,69.4,24,0,4.12,clear sky
418,Chingirlau,KZ,51.095,54.0814,28.76,95,100,8.75,overcast clouds
419,Turukhansk,RU,65.8167,87.9833,20.53,96,100,4.56,light snow
420,Nouadhibou,MR,20.931,-17.0347,64.38,82,0,14.97,clear sky
421,Bandar-E Anzali,IR,37.4727,49.4622,50.11,89,100,2.37,overcast clouds
422,Rio Gallegos,AR,-51.6226,-69.2181,64.45,36,75,17.27,broken clouds
423,Lalibela,ET,12.0333,39.0333,62.33,51,9,8.16,clear sky
424,Kishi,NG,9.0833,3.85,88.54,14,57,4.65,broken clouds
425,Cockburn Town,TC,21.4612,-71.1419,82.36,57,40,13.8,scattered clouds
426,Puerto Del Rosario,ES,28.5004,-13.8627,65.95,72,20,0.0,few clouds
427,Lewistown,US,40.5992,-77.5714,47.14,81,75,10.36,broken clouds
428,Ahuimanu,US,21.4447,-157.8378,77.77,62,20,11.5,few clouds
429,Mandera,KE,3.9366,41.867,88.11,44,37,5.32,scattered clouds
430,Russell,US,32.3502,-85.1999,69.08,20,0,13.8,clear sky
431,Morgan Hill,US,37.1305,-121.6544,76.89,40,0,3.0,clear sky
432,Constitucion,CL,-35.3333,-72.4167,61.38,68,66,9.08,broken clouds
433,Zabaykalsk,RU,49.6333,117.3167,17.69,72,11,15.41,few clouds
434,Komsomolskiy,UZ,40.4272,71.7189,54.32,71,75,2.3,broken clouds
435,Mecca,SA,21.4267,39.8261,68.61,49,0,9.01,clear sky
436,Ahipara,NZ,-35.1667,173.1667,64.8,78,0,7.31,clear sky
437,Tyrma,RU,50.0833,132.1667,23.43,94,100,2.86,overcast clouds
438,San Luis,AR,-33.295,-66.3356,79.9,16,0,10.09,clear sky
439,Pisco,PE,-13.7,-76.2167,71.65,64,0,6.91,light rain
440,Sembe,CG,1.6481,14.5806,76.6,64,97,2.44,overcast clouds
441,Gwanda,ZW,-20.9333,29.0,64.76,95,100,7.9,light rain
442,Visconde Do Rio Branco,BR,-21.0103,-42.8406,83.64,72,22,6.08,few clouds
443,Hobbs,US,32.7026,-103.136,84.2,10,0,1.99,clear sky
444,Richards Bay,ZA,-28.783,32.0377,69.98,91,17,6.26,few clouds
445,Faya,SA,18.3851,42.4509,63.12,45,1,4.54,clear sky
446,Thio,NC,-21.6167,166.2167,67.96,80,93,8.37,overcast clouds
447,Ciudad Bolivar,VE,8.1222,-63.5497,86.99,50,100,9.91,overcast clouds
448,Veraval,IN,20.9,70.3667,78.22,68,2,10.85,clear sky
449,Bac Lieu,VN,9.285,105.7244,81.79,79,3,5.23,clear sky
450,Karratha,AU,-20.7377,116.8463,82.83,70,48,10.8,scattered clouds
451,Korem,ET,12.5058,39.5228,54.1,79,78,3.53,broken clouds
452,Sorland,NO,67.667,12.6934,32.54,52,100,1.01,overcast clouds
453,Akhisar,TR,38.9185,27.8401,42.58,69,0,5.06,clear sky
454,Otjiwarongo,NA,-20.4637,16.6477,66.65,39,0,4.45,clear sky
455,Paamiut,GL,61.994,-49.6678,27.54,81,2,13.2,clear sky
456,Oriximina,BR,-1.7656,-55.8661,82.78,83,48,3.15,scattered clouds
457,Caravelas,BR,-17.7125,-39.2481,81.01,75,8,8.14,clear sky
458,Shushtar,IR,32.0455,48.8567,62.53,31,0,8.08,clear sky
459,Kljajicevo,RS,45.7704,19.2777,46.33,44,0,6.15,clear sky
460,Jining,CN,35.405,116.5814,57.0,1,100,21.68,overcast clouds
461,Pringsewu,ID,-5.3582,104.9744,74.46,97,91,2.68,overcast clouds
462,Yulara,AU,-25.2406,130.9889,66.04,32,1,5.75,clear sky
463,Alamo,MX,20.9167,-97.6833,85.64,23,3,11.3,clear sky
464,Kerema,PG,-7.9631,145.7785,77.27,85,100,5.06,overcast clouds
465,Shingu,JP,33.7333,135.9833,58.23,93,86,3.47,overcast clouds
466,Choctaw,US,35.4976,-97.2689,72.25,23,0,9.22,clear sky
467,Westport,US,41.1415,-73.3579,52.47,72,75,10.36,broken clouds
468,Ugoofaaru,MV,5.6667,73.0,81.79,65,1,4.59,clear sky
469,Skjervoy,NO,70.0311,20.9714,24.8,55,100,16.75,light snow
470,Mogadishu,SO,2.0371,45.3438,81.54,80,31,10.02,light rain
471,Omboue,GA,-1.5746,9.2618,79.99,88,92,7.29,overcast clouds
472,Tezu,IN,27.9167,96.1667,65.8,85,100,4.43,overcast clouds
473,Bose,IT,45.4612,8.0137,55.29,33,4,5.86,clear sky
474,Pingzhuang,CN,42.0372,119.2889,30.67,24,0,8.68,clear sky
475,Kilindoni,TZ,-7.9139,39.6668,83.14,76,3,8.68,clear sky
476,Yaan,NG,7.3833,8.5667,89.89,19,18,4.85,few clouds
477,Tokur,RU,53.1333,132.9,13.19,84,100,6.46,overcast clouds
478,Misratah,LY,32.3754,15.0925,62.17,63,71,25.48,broken clouds
479,Vagur,FO,61.4732,-6.8119,47.28,88,100,21.18,overcast clouds
480,Hokitika,NZ,-42.7167,170.9667,58.96,65,7,3.94,clear sky
481,Lompoc,US,34.6391,-120.4579,78.01,75,0,6.91,clear sky
482,Ibiruba,BR,-28.6275,-53.0897,67.39,74,99,8.39,overcast clouds
483,Andenes,NO,69.3143,16.1194,28.38,80,75,13.8,broken clouds
484,Camabatela,AO,-8.1881,15.375,62.89,95,100,0.18,light rain
485,Beoumi,CI,7.6736,-5.5764,85.77,56,76,4.72,broken clouds
486,Talcahuano,CL,-36.7167,-73.1167,60.48,67,100,8.05,overcast clouds
487,Isoka,ZM,-10.1606,32.6335,64.02,96,41,1.45,light rain
488,Huayang,CN,34.4155,109.9939,39.34,39,72,1.83,broken clouds
489,Beringovskiy,RU,63.05,179.3167,1.33,99,99,4.25,overcast clouds
490,Albanel,CA,48.8832,-72.4487,33.78,69,100,1.14,overcast clouds
491,Vao,NC,-22.6667,167.4833,76.06,75,84,12.15,broken clouds
492,Praia Da Vitoria,PT,38.7333,-27.0667,61.05,94,75,24.11,broken clouds
493,Rajampet,IN,14.1833,79.1667,78.24,81,0,3.2,clear sky
494,Dothan,US,31.2232,-85.3905,71.47,33,0,17.27,clear sky
495,Qasigiannguit,GL,68.8193,-51.1922,16.05,79,100,2.37,overcast clouds
496,Marzuq,YE,14.4,46.4667,67.26,54,9,5.59,clear sky
497,Hondo,JP,32.45,130.2,56.61,82,82,5.86,broken clouds
498,Darhan,MN,49.4867,105.9228,25.27,30,0,7.02,clear sky
499,Purmerend,NL,52.505,4.9597,52.23,80,7,3.0,clear sky
500,Oga,IT,46.4631,10.347,40.96,76,14,1.16,few clouds
501,Muros,ES,42.7762,-9.0603,59.09,77,100,4.7,overcast clouds
502,Suez,EG,29.9737,32.5263,58.98,41,0,10.33,clear sky
503,Vardo,NO,70.3705,31.1107,27.19,58,100,27.18,light snow
504,Praia,CV,14.9215,-23.5087,72.14,64,40,19.57,scattered clouds
505,Lodwar,KE,3.1191,35.5973,87.3,45,72,15.79,broken clouds
506,Brownsville,US,25.9018,-97.4975,87.8,34,0,18.41,clear sky
507,Sfantu Gheorghe,RO,45.8667,25.7833,45.66,64,78,5.23,broken clouds
508,Saurimo,AO,-9.6608,20.3916,66.54,94,89,2.1,light rain
509,Mbaiki,CF,3.8678,17.9892,77.94,50,24,1.88,few clouds
510,Hami,CN,42.8,93.45,46.0,29,75,4.34,broken clouds
511,Doembang Nangbuat,TH,14.8333,100.1,83.14,71,73,7.99,light rain
512,Zhigansk,RU,66.7697,123.3711,1.11,98,100,8.37,overcast clouds
513,Yumen,CN,40.2833,97.2,40.14,32,0,7.05,clear sky
514,Plouzane,FR,48.3833,-4.6167,57.25,72,0,10.36,mist
515,Sandy Bay,AU,-42.913,147.3532,55.29,94,75,5.75,fog
516,Isangel,VU,-19.55,169.2667,78.62,77,91,8.14,overcast clouds
517,Skelleftea,SE,64.7507,20.9528,26.96,33,100,5.75,overcast clouds
518,Valparaiso,CL,-33.0393,-71.6273,64.04,70,75,9.22,broken clouds
519,Mayo,US,38.8876,-76.5119,54.95,49,75,12.66,broken clouds
520,Hove,GB,50.8309,-0.1672,53.33,62,0,15.01,clear sky
521,Marsa Matruh,EG,31.3525,27.2453,57.4,77,0,6.91,clear sky
522,Redlands,US,34.0556,-117.1825,88.93,22,40,0.0,scattered clouds
523,Kruisfontein,ZA,-34.0033,24.7314,63.88,88,79,3.53,broken clouds
524,Nikel,RU,69.4128,30.222,23.18,78,100,20.69,light snow
525,Vallenar,CL,-28.5708,-70.7581,82.9,25,0,8.34,clear sky
526,Voh,NC,-20.9667,164.7,73.69,86,89,4.61,overcast clouds
527,Junction City,US,39.0286,-96.8314,58.6,27,0,8.05,clear sky
528,Huarmey,PE,-10.0681,-78.1522,75.52,72,62,9.91,broken clouds
529,North Bend,US,43.4065,-124.2243,67.24,85,40,6.91,scattered clouds
530,Omsukchan,RU,62.5333,155.8,-6.12,98,100,3.33,overcast clouds
531,Nieuw Nickerie,SR,5.95,-56.9833,80.31,74,96,13.2,overcast clouds
532,Gobabis,NA,-22.45,18.9667,72.97,47,100,9.35,overcast clouds
533,Esso,RU,55.9333,158.7,-2.11,97,43,5.91,scattered clouds
534,Werda,BW,-25.2667,23.2833,73.15,53,7,6.71,clear sky
535,Oussouye,SN,12.485,-16.5469,84.38,50,39,11.63,scattered clouds
536,Tilichiki,RU,60.4667,166.1,1.87,95,43,2.64,scattered clouds
537,Urucara,BR,-2.5364,-57.76,81.16,90,92,4.79,heavy intensity rain
538,Karpathos,GR,35.507,27.2132,57.16,58,0,18.41,clear sky
539,Espinosa,BR,-14.9261,-42.8192,88.95,38,4,5.26,clear sky
540,Honiara,SB,-9.4333,159.95,75.47,96,100,1.48,light rain
541,Whitehaven,GB,54.549,-3.5841,54.66,62,89,1.01,overcast clouds
542,Sokur,RU,55.2093,83.319,8.96,100,75,2.48,broken clouds
543,Slave Lake,CA,55.2834,-114.769,22.98,86,100,13.8,overcast clouds
544,Mugur-Aksy,RU,50.35,90.5,5.72,70,99,6.76,overcast clouds
545,Flinders,AU,-34.5833,150.8552,62.38,94,100,5.01,light rain
546,Tungor,RU,53.3808,142.9564,28.26,97,100,16.35,light snow
547,Varadero,CU,23.1536,-81.2514,77.76,64,43,13.89,scattered clouds
548,Manica,FR,49.0,-1.1667,46.33,84,0,6.82,clear sky
549,Thabazimbi,ZA,-24.5917,27.4116,66.2,86,31,4.03,scattered clouds
550,Lokomotivnyy,RU,53.0118,60.5684,-1.35,100,99,5.1,overcast clouds
551,Ca Mau,VN,9.1769,105.15,79.92,80,0,3.15,clear sky
552,Lagos,NG,6.5833,3.75,82.78,82,24,6.87,few clouds
553,Garmsar,IR,35.2182,52.3409,53.56,24,0,6.6,clear sky
554,Baykit,RU,61.67,96.37,15.04,88,100,12.41,overcast clouds
555,Adre,TD,13.4667,22.2,74.39,12,11,19.15,few clouds
556,Almaznyy,RU,48.0448,40.045,40.8,67,61,23.11,broken clouds
557,Bobenheim-Roxheim,DE,49.5875,8.3578,57.33,49,0,3.44,clear sky
558,Cadillac,US,44.2519,-85.4012,25.79,80,100,19.57,overcast clouds
559,Casper,US,42.8666,-106.3131,66.81,23,0,4.61,clear sky
560,Lac Du Bonnet,CA,50.2536,-96.0612,9.37,55,6,13.27,clear sky
561,Nome,US,64.5011,-165.4064,13.15,85,40,0.0,scattered clouds
562,Kurilsk,RU,45.2333,147.8833,41.79,92,100,26.71,light rain
563,Zhicheng,CN,30.2956,111.5047,58.3,74,100,1.79,overcast clouds
564,Basco,PH,20.4487,121.9702,80.35,78,0,4.21,clear sky
565,Rocha,UY,-34.4833,-54.3333,67.15,79,72,15.99,broken clouds
566,Priiskovyy,RU,51.9333,116.6333,16.12,93,99,1.79,overcast clouds
567,Khani,GE,41.9563,42.9566,31.57,96,83,4.0,broken clouds
568,Huangmei,CN,30.1924,116.025,55.81,90,100,2.37,overcast clouds
569,Chekhov,RU,55.1431,37.4711,35.85,91,53,11.68,broken clouds
570,Cruz Alta,BR,-28.6386,-53.6064,66.6,76,76,11.14,broken clouds
571,San Juan,AR,-31.5375,-68.5364,83.84,12,0,3.96,clear sky
572,Ixtapa,MX,20.7,-105.2,78.03,53,0,10.36,clear sky
573,Fonte Boa,BR,-2.4959,-66.2662,80.44,94,100,1.14,overcast clouds
574,Adrar,MR,20.5022,-10.0711,77.34,15,1,5.23,clear sky
575,Palu,ID,-0.8917,119.8707,74.61,91,97,2.44,overcast clouds
576,Broome,US,42.2506,-75.833,49.08,60,100,9.22,overcast clouds
577,Cavalcante,BR,-13.7975,-47.4583,77.9,65,90,1.03,overcast clouds
578,Charters Towers,AU,-20.1,146.2667,67.87,95,27,2.93,scattered clouds
579,Seoul,KR,37.5683,126.9778,40.6,87,0,6.91,clear sky
580,Kendari,ID,-3.945,122.4989,74.53,95,91,3.36,overcast clouds
581,Lamar,US,33.6668,-95.5836,76.35,27,0,5.75,clear sky
582,Mascote,BR,-15.5631,-39.3025,85.51,67,5,6.42,clear sky
583,Jalu,LY,29.0331,21.5482,62.42,20,0,10.27,clear sky
584,Manaure,CO,11.7751,-72.4445,84.47,66,96,18.28,overcast clouds
585,Eureka,US,40.8021,-124.1637,71.67,66,100,3.0,overcast clouds
586,Miles City,US,46.4083,-105.8406,47.37,27,0,16.11,clear sky
587,Huanren,CN,41.2647,125.3667,35.64,59,100,5.68,overcast clouds
588,Sorong,ID,-0.8833,131.25,78.4,85,36,1.7,light rain
589,Canon City,US,38.441,-105.2424,79.39,14,40,24.16,scattered clouds
590,Beian,NO,63.6559,9.5683,35.56,86,100,6.91,light rain and snow
591,Robertsport,LR,6.7533,-11.3686,80.37,87,31,7.92,scattered clouds
592,Mincivan,AZ,39.0294,46.7185,40.05,88,81,3.69,broken clouds
593,Moussoro,TD,13.6408,16.4901,80.17,10,61,16.53,broken clouds
594,Duluth,US,46.7833,-92.1066,29.55,42,0,17.27,clear sky
595,Sai Buri,TH,6.7013,101.6168,77.59,89,4,3.31,clear sky
596,Liyang,CN,29.7057,118.2862,52.32,94,100,1.05,overcast clouds
597,Straubing,DE,48.8833,12.5667,52.12,41,1,4.43,clear sky
598,Dongning,CN,44.0622,131.1207,33.48,78,6,8.41,clear sky
599,Salta,AR,-24.7859,-65.4117,75.79,38,20,8.05,few clouds
600,Mpika,ZM,-11.8343,31.4529,63.63,95,96,3.65,overcast clouds
601,Moose Factory,CA,51.2585,-80.6094,17.6,79,100,16.11,snow
602,Sooke,CA,48.3746,-123.7276,49.77,91,100,14.97,overcast clouds
603,Nha Trang,VN,12.25,109.1833,78.8,88,1,3.76,clear sky
604,Kidal,ML,18.4411,1.4078,88.12,10,32,12.39,scattered clouds
605,Vostok,RU,46.4856,135.8833,24.75,96,100,5.88,light snow
606,Maningrida,AU,-12.0667,134.2667,74.37,87,70,4.23,broken clouds
607,Balkanabat,TM,39.5108,54.3671,46.63,61,10,8.7,clear sky
608,Klyuchi,RU,52.2667,79.1667,15.98,90,100,12.37,overcast clouds
609,Noshiro,JP,40.2039,140.0242,46.6,89,100,15.26,overcast clouds
610,San Cristobal,VE,7.7669,-72.225,84.38,50,100,6.46,overcast clouds
611,Ust-Koksa,RU,50.2696,85.6108,19.22,83,100,0.78,overcast clouds
612,Rosetta,EG,31.4044,30.4164,56.97,73,0,12.3,clear sky
613,Veracruz,MX,19.3333,-96.6667,81.01,29,91,8.61,overcast clouds
614,Tigre,AR,-34.426,-58.5796,75.18,65,75,11.5,broken clouds
615,Cape Canaveral,US,28.4058,-80.6048,81.01,35,0,17.27,clear sky
616,Naliya,IN,23.2667,68.8333,78.15,66,0,8.95,clear sky
617,Tonantins,BR,-2.8731,-67.8022,77.65,96,100,1.43,overcast clouds
618,Nang Rong,TH,14.6377,102.7914,82.85,62,11,6.02,light rain
619,Greymouth,NZ,-42.4667,171.2,55.71,77,8,5.48,clear sky
620,Craig,US,40.5153,-107.5464,57.15,35,0,0.0,clear sky
621,Tambo,PE,-14.8,-73.9167,42.44,83,100,10.74,overcast clouds
622,Bergisch Gladbach,DE,50.9833,7.1333,58.41,54,0,3.44,clear sky
623,Benguela,AO,-12.5763,13.4055,77.9,83,98,5.93,overcast clouds
624,Lodhran,PK,29.5405,71.6336,80.11,8,0,5.41,clear sky
625,Yima,CN,34.7381,111.8839,50.29,36,100,7.29,overcast clouds
626,Jumla,NP,29.2747,82.1838,45.52,44,0,4.38,clear sky
627,Wanning,CN,18.8003,110.3967,76.96,96,45,7.67,scattered clouds
628,Roald,NO,62.5833,6.1333,45.75,75,75,11.5,broken clouds
629,Moranbah,AU,-22.0016,148.0466,68.07,95,3,8.63,clear sky
630,Tautira,PF,-17.7333,-149.15,81.34,75,76,14.5,broken clouds
631,Mantua,IT,45.1667,10.7833,58.24,49,0,1.01,clear sky
632,Port-Gentil,GA,-0.7193,8.7815,82.36,89,40,10.36,scattered clouds
633,Morant Bay,JM,17.8815,-76.4093,85.62,66,59,8.88,broken clouds
634,Waddan,LY,29.1614,16.139,63.52,13,0,17.63,clear sky
635,Capaci,IT,38.1711,13.2393,64.0,51,0,14.97,clear sky
636,Espinal,CO,4.1492,-74.8843,85.59,57,60,1.3,broken clouds
637,Alyangula,AU,-13.8483,136.4192,73.27,94,100,0.0,overcast clouds
638,Pakxan,LA,18.3778,103.6601,77.07,75,42,3.42,scattered clouds
639,Lusambo,CD,-4.9667,23.45,73.99,78,100,2.04,overcast clouds
640,Frunze,UA,48.6686,38.7544,48.47,51,100,24.81,overcast clouds
641,Santo Antonio Do Ica,BR,-3.1022,-67.9397,78.24,96,100,1.63,overcast clouds
642,Reconquista,AR,-29.15,-59.65,77.7,46,0,6.78,clear sky
643,Lahaina,US,20.8783,-156.6825,71.94,97,66,13.35,broken clouds
644,Ostrovnoy,RU,68.0531,39.5131,22.14,61,100,17.0,light snow
645,Marsabit,KE,2.3284,37.9899,69.3,70,40,8.59,light rain
646,Margate,GB,51.3813,1.3862,48.69,85,4,5.01,clear sky
647,Bonthe,SL,7.5264,-12.505,79.56,82,100,9.4,overcast clouds
648,Liverpool,GB,53.4106,-2.9779,59.65,59,0,9.22,clear sky
649,Hualmay,PE,-11.0964,-77.6139,74.77,72,100,9.6,overcast clouds
650,Zhaotong,CN,27.3167,103.7167,35.78,99,100,3.65,overcast clouds
651,Tabat,ID,-2.635,115.2274,74.25,96,58,1.28,light rain
652,Chalus,IR,36.655,51.4204,47.66,100,20,0.0,few clouds
653,Belyy Yar,RU,53.6039,91.3903,26.85,64,0,8.95,clear sky
654,Ucluelet,CA,48.9329,-125.5528,50.09,88,100,1.01,overcast clouds
655,Rocky Mountain House,CA,52.3668,-114.9188,32.11,74,100,6.91,overcast clouds
656,Yambio,SS,4.5721,28.3955,77.86,46,84,3.94,broken clouds
657,Agadez,NE,19.75,10.25,74.61,11,86,8.32,overcast clouds
658,Gazli,UZ,40.1333,63.45,48.11,51,18,8.72,few clouds
